Train no.,Train name,Starts,Ends
7619,Kranti Bpl Special,Kurnool Town,Bhopal Junction
18108,Krpu Rou Express,Koraput,Rourkela
18511,Krpu Vskp Intercity E,Koraput,Vishakapatnam
12650,Ktk Sampark K Express,H Nizamuddin,Yesvantpur Junction
4123,Kumbh Mela Special,Raipur Junction,Allahabad Junction
12369,Kumbha Express,Howrah Junction,Haridwar Junction
4119,Kumbha Mela Special,Howrah Junction,Allahabad Junction
21107,Kurj Bsb Link E,Khajuraho,Varanasi Junction
22447,Kurj Nzm Express,Khajuraho,H Nizamuddin
19665,Kurj Udz Express,Khajuraho,Udaipur City
12965,Kurj Udz Superfast,Khajuraho,Udaipur City
11015,Kushinagar Express,Lokmanyatilak T,Gorakhpur Junction
11016,Kushinagar Express,Gorakhpur Junction,Lokmanyatilak T
19131,Kutch Express,Bandra Terminus,Bhuj
19132,Kutch Express,Bhuj,Bandra Terminus
1304,Kwv Dd Special,Kurduvadi,Daund Junction
2552,Kyq Ypr Special,Kamakhya,Yesvantpur Junction
15621,Kyq Anvt Express,Kamakhya,Anand Vihar Trm
15624,Kyq Bgkt Express,Kamakhya,Bhagat Ki Kothi
2510,Kyq Bnc Premium,Kamakhya,Bangalore Cant
13248,Kyq Capital Express,Danapur,Kamakhya
5667,Kyq Dbrg Special,Kamakhya,Dibrugarh
15668,Kyq Gimb Express,Kamakhya,Gandhidham Bg
15620,Kyq Gya Wkly Express,Kamakhya,Gaya Junction
19710,Kyq Jp Kaviguru,Kamakhya,Jaipur
25644,Kyq Koaa Special,Kamakhya,Kolkata
5644,Kyq Koaa Special,Kamakhya,Kolkata
5013,Kyq Ljn Special,Kamakhya,Lucknow Ne
55601,Kyq Lmg Passenger,Kamakhya,Lumding Junction
12520,Kyq Ltt Ac Express,Kamakhya,Lokmanyatilak T
5612,Kyq Ltt Special,Kamakhya,Lokmanyatilak T
5646,Kyq Ltt Special,Kamakhya,Lokmanyatilak T
22520,Kyq Ltt Superfast Special,Kamakhya,Lokmanyatilak T
15613,Kyq Mzs Ic Express,Kamakhya,Murkeongselek
2503,Kyq Ndls Premiu,Kamakhya,New Delhi
5620,Kyq Ndls Special,Kamakhya,New Delhi
2520,Kyq Pnbe Special,Kamakhya,Patna Junction
2512,Kyq Pune Premiu,Kamakhya,Pune Junction
15644,Kyq Puri Express,Kamakhya,Puri
15662,Kyq Rnc Express,Kamakhya,Ranchi
15655,Kyq Svdk Express,Kamakhya,Shmata V D Ktra
641,Kyq Tvc Premium,Kamakhya,Trivandrum Cntl
12552,Kyq Ypr Ac Express,Kamakhya,Yesvantpur Junction
7151,Kzj Ned Express,Kazipet Junction,Nanded
13111,Lal Quila Express,Kolkata,Giridih
13112,Lal Quila Express,Delhi,Kolkata
12608,Lalbagh Express,Bangalore Cy Junction,Chennai Central
12607,Lalbagh Express,Chennai Central,Bangalore Cy Junction
53181,Lalgola Passenger,Sealdah,Lalgola
12865,Lalmati Express,Howrah Junction,Purulia Junction
12866,Lalmati Express,Purulia Junction,Howrah Junction
12161,Lashkar Express,Lokmanyatilak T,Agra Cantt
12162,Lashkar Express,Agra Cantt,Lokmanyatilak T
12528,Latur Cstm Express,Latur,Mumbai Cst
22108,Latur Cstm Express,Latur,Mumbai Cst
1207,Latur Pvr Special,Latur,Pandharpur
12038,Ldh Ndls Shatabdi,Ludhiana Junction,New Delhi
14704,Lgh Jsm Express,Lalgarh Junction,Jaisalmer
53172,Lgl Sdah Passenger,Lalgola,Sealdah
53178,Lgl Sdah Passenger,Lalgola,Sealdah
14006,Lichchavi Express,Anand Vihar Trm,Sitamarhi
14005,Lichchavi Express,Sitamarhi,Anand Vihar Trm
12861,Link Daksin Express,Vishakapatnam,H Nizamuddin
14114,Link Express,Dehradun,Allahabad Junction
57140,Link Secbad Express,Manuguru,Secunderabad Junction
12180,Ljn Intercity,Agra Cantt,Lucknow Ne
16094,Ljn Mas Express,Lucknow Ne,Chennai Central
12179,Ljn Agc Intercity,Lucknow Ne,Agra Fort
5029,Ljn Anvt Special,Lucknow Ne,Anand Vihar Trm
19022,Ljn Bdts Express,Lucknow Ne,Bandra Terminus
9014,Ljn Bdts Premiu,Lucknow Ne,Bandra Terminus
15204,Ljn Bju Express,Lucknow Ne,Barauni Junction
12593,Ljn Bpl G R,Lucknow Ne,Bhopal Junction
15011,Ljn Cdg Express,Lucknow Ne,Chandigarh
15054,Ljn Cpr Express,Lucknow Ne,Chhapra
5116,Ljn Cpr Special,Lucknow Ne,Chhapra
5066,Ljn Cpr Special,Lucknow Ne,Chhapra
12594,Ljn Garib Rath,Bhopal Junction,Lucknow Ne
12536,Ljn Garibrath,Raipur Junction,Lucknow Ne
12531,Ljn Intercity,Gorakhpur Junction,Lucknow Ne
11110,Ljn Jhs Intercity Express,Lucknow Ne,Jhansi Junction
19716,Ljn Jp Express,Lucknow Ne,Jaipur
15043,Ljn Kgm Express,Lucknow Ne,Kathgodam
5045,Ljn Lku Special,Lucknow Ne,Lal Kuan
5059,Ljn Lku Special,Lucknow Ne,Lal Kuan
2114,Ljn Ltt Ac Special,Lucknow Ne,Lokmanyatilak T
12108,Ljn Ltt Express,Lucknow Ne,Lokmanyatilak T
15008,Ljn Muv Express,Lucknow Ne,Manduadih
11408,Ljn Pune Express,Lucknow Ne,Pune Junction
12104,Ljn Pune Express,Lucknow Ne,Pune Junction
1478,Ljn Pune Special,Lucknow Ne,Pune Junction
1422,Ljn Pune Special,Lucknow Ne,Pune Junction
12535,Ljn R Garibrath,Lucknow Ne,Raipur Junction
5311,Ljn Rmr Special,Lucknow Ne,Ramnagar
12003,Ljn Swran Shtbd,Lucknow Ne,New Delhi
12004,Ljn Swran Shtbd,New Delhi,Lucknow Ne
9414,Lko Adi Special,Lucknow Nr,Ahmedabad Junction
14210,Lko Bdl Intercity,Lucknow Nr,Vindhyachal
14220,Lko Bsb Express,Lucknow Nr,Varanasi Junction
14204,Lko Bsb Intercity,Lucknow Nr,Varanasi Junction
12231,Lko Cdg Express,Lucknow Nr,Chandigarh
12272,Lko Duronto Express,New Delhi,Lucknow Nr
12233,Lko Ndls Ac Express,Lucknow Nr,New Delhi
12429,Lko Ndls Raj,Lucknow Nr,New Delhi
4207,Lko Ndls Special,Lucknow Nr,New Delhi
4941,Lko Ndls Special,Lucknow Nr,New Delhi
4501,Lko Nldm Superfast Special,Lucknow Nr,Nangal Dam
4923,Lko Nldm Special,Lucknow Nr,Nangal Dam
54251,Lko Sre Passenger,Lucknow Nr,Saharanpur
22684,Lko Ypr Superfast,Lucknow Nr,Yesvantpur Junction
12540,Lko Ypr Superfast Express,Lucknow Nr,Yesvantpur Junction
14615,Lku Asr Express,Lal Kuan,Amritsar Junction
12354,Lku Hwh Express,Lal Kuan,Howrah Junction
5060,Lku Ljn Special,Lal Kuan,Lucknow Ne
5046,Lku Ljn Special,Lal Kuan,Lucknow Ne
4419,Lku Ndls Ac Express,Lal Kuan,New Delhi
55602,Lmg Kyq Passenger,Lumding Junction,Kamakhya
15651,Lohit Express,Guwahati,Jammu Tawi
15652,Lohit Express,Jammu Tawi,Guwahati
22927,Lok Shakti Express,Bandra Terminus,Ahmedabad Junction
22928,Lok Shakti Express,Ahmedabad Junction,Bandra Terminus
11044,Lokamanya Tt Express,Madurai Junction,Lokmanyatilak T
17317,Lokamanya Tt Express,Hubli Junction,Lokmanyatilak T
11014,Lokmanya Tt Express,Coimbatore Junction,Lokmanyatilak T
11201,Ltt Ajni Express,Lokmanyatilak T,Ajni
12563,Ltt Ald Express,Lokmanyatilak T,Allahabad Junction
4128,Ltt Ald Premium,Lokmanyatilak T,Allahabad Junction
4116,Ltt Ald Special,Lokmanyatilak T,Allahabad Junction
11053,Ltt Azamgarh Express,Lokmanyatilak T,Azamgarh
12879,Ltt Bbs Superfast Express,Lokmanyatilak T,Bhubaneswar
11075,Ltt Bidr Express,Lokmanyatilak T,Bidar
12167,Ltt Bsb Superfast Express,Lokmanyatilak T,Varanasi Junction
12165,Ltt Bsb Superfast Express,Lokmanyatilak T,Varanasi Junction
11073,Ltt Chennai Express,Lokmanyatilak T,Chennai Central
17222,Ltt Coa Express,Lokmanyatilak T,Kakinada Port
11086,Ltt Doubledecker,Madgaon,Lokmanyatilak T
12223,Ltt Ers Duronto,Lokmanyatilak T,Eranakulam Junction
22103,Ltt Fd Superfast Express,Lokmanyatilak T,Faizabad Junction
1040,Ltt Ganpati Special,Karmali,Lokmanyatilak T
1046,Ltt Ganpati Special,Madgaon,Lokmanyatilak T
12202,Ltt Garib Rath,Kochuveli,Lokmanyatilak T
11079,Ltt Gkp Express,Lokmanyatilak T,Gorakhpur Junction
11081,Ltt Gkp Express,Lokmanyatilak T,Gorakhpur Junction
5032,Ltt Gkp Special,Lokmanyatilak T,Gorakhpur Junction
12542,Ltt Gkp Superfast Express,Lokmanyatilak T,Gorakhpur Junction
1015,Ltt Gwalior Special,Lokmanyatilak T,Gwalior
17318,Ltt Hubli Express,Lokmanyatilak T,Hubli Junction
7318,Ltt Hubli Special,Lokmanyatilak T,Hubli Junction
12171,Ltt Hw Ac Superfast,Lokmanyatilak T,Haridwar Junction
2869,Ltt Hwh Special,Lokmanyatilak T,Howrah Junction
11017,Ltt Karaikal Express,Lokmanyatilak T,Karaikal
1017,Ltt Karaikal Special,Lokmanyatilak T,Karaikal
1039,Ltt Karmali Special,Lokmanyatilak T,Karmali
22113,Ltt Kcvl Express,Lokmanyatilak T,Kochuveli
1205,Ltt Kop Special,Lokmanyatilak T,C Shahumharaj T
1001,Ltt Krmi Ac Special,Lokmanyatilak T,Karmali
22115,Ltt Krmi Ac Superfast,Lokmanyatilak T,Karmali
12519,Ltt Kyq Ac Express,Lokmanyatilak T,Kamakhya
12117,Ltt Manmad Express,Lokmanyatilak T,Manmad Junction
2113,Ltt Mao Ac Special,Lokmanyatilak T,Madgaon
1229,Ltt Mao Ac Special,Lokmanyatilak T,Madgaon
113,Ltt Mao Special,Lokmanyatilak T,Madgaon
111,Ltt Mao Special,Lokmanyatilak T,Madgaon
1061,Ltt Mau Special,Lokmanyatilak T,Mau Junction
11011,Ltt Nanded Express,Lokmanyatilak T,Nanded
11205,Ltt Nzb Express,Lokmanyatilak T,Nizamabad
22109,Ltt Nzm Ac Express,Lokmanyatilak T,H Nizamuddin
3256,Ltt Patna Special,Lokmanyatilak T,Patna Junction
2046,Ltt Premium Special,Karmali,Lokmanyatilak T
12745,Ltt Puri Superfast Express,Lokmanyatilak T,Puri
22865,Ltt Puri Superfast Express,Lokmanyatilak T,Puri
12145,Ltt Puri Superfast Express,Lokmanyatilak T,Puri
13202,Ltt Rjpb Express,Lokmanyatilak T,Rjndr Ngr Bihar
115,Ltt Rn Special,Lokmanyatilak T,Ratnagiri
18029,Ltt Shalimar Express,Lokmanyatilak T,Shalimar
12143,Ltt Sln Superfast Express,Lokmanyatilak T,Sultanpur
1201,Ltt Swv Special,Lokmanyatilak T,Sawantwadi Road
1067,Ltt Ten Special,Lokmanyatilak T,Tirunelveli
18520,Ltt Vskp Express,Lokmanyatilak T,Vishakapatnam
22848,Ltt Vskp Superfast Express,Lokmanyatilak T,Vishakapatnam
12750,Ltt Vskp Superfast Express,Lokmanyatilak T,Vishakapatnam
1029,Lttvlnk Special,Lokmanyatilak T,Vellankanni
16093,Lucknow Express,Chennai Central,Lucknow Nr
12229,Lucknow Mail,Lucknow Nr,New Delhi
12230,Lucknow Mail,New Delhi,Lucknow Nr
9013,Lucknow Premium,Bandra Terminus,Lucknow Ne
12107,Lucknow Superfast Express,Lokmanyatilak T,Lucknow Ne
12122,M P Sampark Kranti,H Nizamuddin,Jabalpur
12121,M P Sampark Kranti,Jabalpur,H Nizamuddin
17250,Machiliptnm Express,Secunderabad Junction,Machelipatnam
6003,Madgaon Express,Chennai Central,Madgaon
9534,Madgaon Superfast Special,Hapa,Madgaon
10215,Madgaon Ers Express,Madgaon,Eranakulam Junction
2636,Madgaon Express,Mangalore Cntl,Madgaon
22636,Madgaon Express,Mangalore Cntl,Madgaon
6001,Madgaon Express,Chennai Central,Madgaon
10216,Madgaon Express,Eranakulam Junction,Madgaon
16054,Madras Express,Tirupati,Chennai Central
11043,Madurai Express,Lokmanyatilak T,Madurai Junction
12793,Madurai Express,Chennai Egmore,Madurai Junction
22623,Madurai Express,Chennai Egmore,Madurai Junction
56701,Madurai Passenger,Punalur,Madurai Junction
12401,Magadh Express,Islampur,New Delhi
12402,Magadh Express,New Delhi,Islampur
12397,Mahabodhi Express,Gaya Junction,New Delhi
12398,Mahabodhi Express,New Delhi,Gaya Junction
12189,Mahakaushal Express,Jabalpur,H Nizamuddin
12190,Mahakoshal Express,H Nizamuddin,Jabalpur
17411,Mahalaxmi Express,Mumbai Cst,C Shahumharaj T
17412,Mahalaxmi Express,C Shahumharaj T,Mumbai Cst
22417,Mahamana Express,Varanasi Junction,New Delhi
22418,Mahamana Express,New Delhi,Varanasi Junction
11093,Mahanagari Express,Mumbai Cst,Varanasi Junction
11094,Mahanagari Express,Varanasi Junction,Mumbai Cst
14084,Mahananda Express,Delhi,Alipur Duar Junction
15484,Mahananda Express,Delhi,Alipur Duar Junction
15483,Mahananda Express,Alipur Duar Junction,Delhi
11039,Maharashtra Express,C Shahumharaj T,Gorakhpur Junction
11040,Maharashtra Express,Gondia Junction,C Shahumharaj T
19025,Mahuva Express,Surat,Bhavnagar Trmus
12945,Mahuva Express,Surat,Bhavnagar Trmus
16232,Mailaduturai Express,Mysore Junction,Mayiladuturai J
13110,Maitree Express,Dhaka,Kolkata
13108,Maitree Express,Kolkata,Dhaca Cantt
13109,Maitree Express,Kolkata,Dhaca Cantt
16629,Malabar Express,Trivandrum Cntl,Mangalore Cntl
16630,Malabar Express,Mangalore Cntl,Trivandrum Cntl
14662,Malani Express,Barmer,Delhi
12919,Malwa Express,Indore Junction Bg,Jammu Tawi
12920,Malwa Express,Jammu Tawi,Indore Junction Bg
6194,Manamadurai Express,Sengottai,Manamadurai Junction
12461,Mandor Express,Delhi,Jodhpur Junction
12462,Mandor Express,Jodhpur Junction,Delhi
10103,Mandovi Express,Mumbai Cst,Madgaon
10104,Mandovi Express,Madgaon,Mumbai Cst
12537,Manduadih Express,Muzaffarpur Junction,Manduadih
12617,Mangala Ldweep,Eranakulam Junction,H Nizamuddin
12685,Mangalore Express,Chennai Central,Mangalore Cntl
6015,Mangalore Express,Chennai Central,Mangalore Cntl
16043,Mangalore Express,Puducherry,Mangalore Cntl
6304,Mangalore Express,Nagercoil Junction,Mangalore Junction
16347,Mangalore Express,Trivandrum Cntl,Mangalore Cntl
16855,Mangalore Express,Puducherry,Mangalore Cntl
12133,Mangalore Express,Mumbai Cst,Mangalore Junction
16857,Mangalore Express,Puducherry,Mangalore Cntl
12601,Mangalore Mail,Chennai Central,Mangalore Cntl
16565,Mangaloreexp,Yesvantpur Junction,Mangalore Cntl
12118,Manmad Ltt Express,Manmad Junction,Lokmanyatilak T
16179,Mannai Express,Chennai Egmore,Mannargudi
16180,Mannai Express,Mannargudi,Chennai Egmore
9533,Mao Hapa Special,Madgaon,Hapa
9415,Mao Adi Special,Madgaon,Ahmedabad Junction
9010,Mao Bdts Special,Madgaon,Bandra Terminus
11085,Mao Doubledeckr,Lokmanyatilak T,Madgaon
1045,Mao Ganpati Special,Lokmanyatilak T,Madgaon
22907,Mao Hapa Superfast Express,Madgaon,Hapa
1230,Mao Ltt Ac Special,Madgaon,Lokmanyatilak T
114,Mao Ltt Special,Madgaon,Lokmanyatilak T
112,Mao Ltt Special,Madgaon,Lokmanyatilak T
6002,Mao Mas Special,Madgaon,Chennai Central
16860,Maq Chennai Express,Mangalore Cntl,Chennai Egmore
22635,Maq Intercity E,Madgaon,Mangalore Cntl
17605,Maq Kcg Express,Mangalore Cntl,Kacheguda
7605,Maq Kcg Express,Mangalore Cntl,Kacheguda
22851,Maq Vivek Express,Santragachi Junction,Mangalore Cntl
17688,Marathwada Express,Dharmabad,Manmad Junction
17687,Marathwada Ps E,Manmad Junction,Dharmabad
12978,Maru Sagar Express,Ajmer Junction,Eranakulam Junction
12977,Maru Sagar Express,Eranakulam Junction,Ajmer Junction
14865,Marudhar Express,Varanasi Junction,Jodhpur Junction
14866,Marudhar Express,Jodhpur Junction,Varanasi Junction
14853,Marudhar Express,Varanasi Junction,Jodhpur Junction
14863,Marudhar Express,Varanasi Junction,Jodhpur Junction
14854,Marudhar Express,Jodhpur Junction,Varanasi Junction
14864,Marudhar Express,Jodhpur Junction,Varanasi Junction
19419,Mas Adi Express,Chennai Central,Ahmedabad Junction
12375,Mas Asn Express,Chennai Central,Asansol Junction
6625,Mas Cbe Express,Chennai Central,Coimbatore Junction
603,Mas Cbe Premium,Chennai Central,Coimbatore Junction
605,Mas Cbe Premium,Chennai Central,Coimbatore Junction
22626,Mas Double Deck,Bangalore Cy Junction,Chennai Central
12270,Mas Duronto Express,H Nizamuddin,Chennai Central
22206,Mas Duronto Express,Madurai Junction,Chennai Central
12612,Mas Garib Rath,H Nizamuddin,Chennai Central
6027,Mas Garibrath S,Pune Junction,Chennai Central
17313,Mas Hubli Express,Chennai Central,Hubli Junction
2842,Mas Hwh Premium,Chennai Central,Howrah Junction
6005,Mas Ncj Express,Chennai Central,Nagercoil Junction
22611,Mas Njp Express,Chennai Central,New Jalpaiguri
16003,Mas Nsl Express,Chennai Central,Nagarsol
22860,Mas Puri Express,Chennai Central,Puri
6019,Mas Rmm Express,Chennai Central,Rameswaram
22826,Mas Shm Express,Chennai Central,Shalimar
22808,Mas Src Ac Express,Chennai Central,Santragachi Junction
8042,Mas Src Express,Chennai Central,Santragachi Junction
6063,Mas Srr Superfast Express,Chennai Central,Shoranur Junction
17311,Mas Vasco Express,Chennai Central,Vasco Da Gama
12620,Matsyaganda Express,Mangalore Cntl,Lokmanyatilak T
12619,Matsyagandha Express,Lokmanyatilak T,Mangalore Cntl
15025,Mau Anvt Express,Mau Junction,Anand Vihar Trm
1062,Mau Ltt Special,Mau Junction,Lokmanyatilak T
12492,Maur Dhawaj Express,Jammu Tawi,Muzaffarpur Junction
15027,Maurya Express,Hatia,Gorakhpur Junction
15028,Maurya Express,Gorakhpur Junction,Hatia
16603,Maveli Express,Mangalore Cntl,Trivandrum Cntl
16604,Maveli Express,Trivandrum Cntl,Mangalore Cntl
53045,Mayurakshi F Pa,Howrah Junction,Rampur Hat
14890,Mbf Bgkt Express,Munabao,Bhagat Ki Kothi
29019,Mds Kota Mtc Express,Mandasor,Meerut City
22205,Mdu Duronto Express,Chennai Central,Madurai Junction
12964,Mewar Express,Udaipur City,H Nizamuddin
12963,Mewar Express,H Nizamuddin,Udaipur City
52927,Mewar Fast Passenger,Udaipur City,Ahmedabad Mg
52928,Mewar Fast Passenger,Ahmedabad Mg,Udaipur City
3556,Mfp Asn Special,Muzaffarpur Junction,Asansol Junction
3572,Mfp Asn Special,Muzaffarpur Junction,Asansol Junction
5232,Mfp Bju Special,Muzaffarpur Junction,Barauni Junction
15001,Mfp Ddn Express,Muzaffarpur Junction,Dehradun
12212,Mfp Garib Rath,Anand Vihar Trm,Muzaffarpur Junction
5226,Mfp Koaa Special,Muzaffarpur Junction,Kolkata
11062,Mfp Ltt Express,Muzaffarpur Junction,Lokmanyatilak T
19054,Mfp St Express,Muzaffarpur Junction,Surat
15228,Mfp Ypr Express,Muzaffarpur Junction,Yesvantpur Junction
52993,Mhow Ak Fast Passenger,Mhow,Akola Junction
12908,Mhrst Sampark K E,H Nizamuddin,Bandra Terminus
11047,Miraj Ubl Express,Miraj Junction,Hubli Junction
13021,Mithila Express,Howrah Junction,Raxual Junction
13022,Mithila Express,Raxual Junction,Howrah Junction
13156,Mithilanchal Express,Sitamarhi,Kolkata
13155,Mithilanchal Express,Kolkata,Sitamarhi
53050,Mka Hwh Passenger,Mokameh Junction,Howrah Junction
13429,Mldt Anvt Express,Malda Town,Anand Vihar Trm
13409,Mldt Bgp Intercity Express,Malda Town,Jamalpur Junction
13418,Mldt Dgha Express,Malda Town,Digha Flag Stn
53004,Mldt Hwh Fast Passenger,Malda Town,Howrah Junction
13012,Mldt Hwh Intercity Express,Malda Town,Howrah Junction
13415,Mldt Pnbe Express,Malda Town,Patna Junction
3445,Mldt Rnc Special,Malda Town,Ranchi
13425,Mldt St Express,Malda Town,Surat
51402,Mmr Pune Passenger,Manmad Junction,Pune Junction
12618,Mngla Lksdp Express,H Nizamuddin,Eranakulam Junction
12491,Mour Dhwaj Express,Muzaffarpur Junction,Jammu Tawi
16864,Mq Bgkt Express,Mannargudi,Bhagat Ki Kothi
22146,Mrj Pvr Superfast Express,Miraj Junction,Pandharpur
6520,Mrj Ypr Special,Miraj Junction,Yesvantpur Junction
12390,Ms Gaya Express,Chennai Egmore,Gaya Junction
16127,Ms Guruvayur Express,Chennai Egmore,Guruvayur
16125,Ms Jodhpur Express,Chennai Egmore,Jodhpur Junction
16107,Ms Mangalore Express,Chennai Egmore,Mangalore Cntl
16859,Ms Mangalore Express,Chennai Egmore,Mangalore Cntl
6351,Ms Ncj Express,Chennai Egmore,Nagercoil Junction
611,Ms Ncj Premium,Chennai Egmore,Nagercoil Junction
11063,Ms Salem Express,Chennai Egmore,Metur Dam
607,Ms Ten Premium,Chennai Egmore,Tirunelveli
16129,Ms Tn Link Express,Chennai Egmore,Tuticorin
6061,Ms Tpj Superfast Express,Chennai Egmore,Tiruchchirapali
4704,Mtd Bkn Special,Merta Road Junction,Bikaner Junction
15108,Mtj Cpr Express,Mathura Junction,Chhapra
2403,Mtj Jp Special,Mathura Junction,Jaipur
17249,Mtm Sc Express,Machelipatnam,Secunderabad Junction
7049,Mtm Sc Special,Machelipatnam,Secunderabad Junction
17402,Mtm Tpty Express,Machelipatnam,Tirupati
57229,Mtm Vskp Passenger,Machelipatnam,Vishakapatnam
6135,Mtp Onr Passenger,Metupalaiyam,Coonoor
56136,Mtp Uam Passenger,Metupalaiyam,Udagamandalam
17025,Mugr Sc Express,Manuguru,Secunderabad Junction
12228,Mumbai Duronto,Indore Junction Bg,Mumbai Central
17032,Mumbai Express,Hyderabad Decan,Mumbai Cst
12134,Mumbai Express,Mangalore Junction,Mumbai Cst
11042,Mumbai Express,Chennai Central,Mumbai Cst
16332,Mumbai Express,Trivandrum Cntl,Mumbai Cst
16340,Mumbai Express,Nagercoil Junction,Mumbai Cst
12187,Mumbai Garibrat,Jabalpur,Mumbai Cst
21028,Mumbai Mail,Solapur Junction,Gondia Junction
11028,Mumbai Mail,Chennai Central,Mumbai Cst
12952,Mumbai Rajdhani,New Delhi,Mumbai Central
12951,Mumbai Rajdhani,Mumbai Central,New Delhi
9452,Mumbai Special,Gandhidham Bg,Bandra Terminus
18102,Muri Express,Jammu Tawi,Tatanagar Junction
24042,Mussoorie Express,Kotdwara,Delhi S Rohilla
14041,Mussoorie Express,Delhi S Rohilla,Kotdwara
14042,Mussoorie Express,Dehradun,Delhi S Rohilla
15111,Muv Intercity,Chhapra,Manduadih
15103,Muv Intercity,Gorakhpur Junction,Manduadih
15007,Muv Ljn Express,Manduadih,Lucknow Ne
12538,Muv Mfp Express,Manduadih,Muzaffarpur Junction
15120,Muv Rmm Express,Manduadih,Rameswaram
11061,Muzaffarpur Express,Lokmanyatilak T,Muzaffarpur Junction
15227,Muzaffarpur Express,Yesvantpur Junction,Muzaffarpur Junction
5605,Mxn Dbrg Express Special,Mariani Junction,Dibrugarh
16229,Mys Bsb Express,Mysore Junction,Varanasi Junction
17301,Mys Dharwad Express,Mysore Junction,Dharwar
3289,Mys Exam Special,Patna Junction,Mysore Junction
8004,Mys Howrah Express,Mysore Junction,Howrah Junction
22818,Mys Howrah Express,Mysore Junction,Howrah Junction
16217,Mys Snsi Express,Mysore Junction,Sainagar Shirdi
16235,Mysore Express,Tuticorin,Mysore Junction
6228,Mysore Express,Talguppa,Mysore Junction
16205,Mysore Express,Talguppa,Mysore Junction
16231,Mysore Express,Mayiladuturai J,Mysore Junction
22682,Mysore Express,Chennai Central,Mysore Junction
56264,Mysore Passenger,Bangalore Cy Junction,Mysore Junction
15614,Mzs Kyq Ic Express,Murkeongselek,Kamakhya
15669,Nagaland Express,Kamakhya,Dimapur
15670,Nagaland Express,Dimapur,Kamakhya
16339,Nagarcoil Express,Mumbai Cst,Nagercoil Junction
16351,Nagarcoil Express,Mumbai Cst,Nagercoil Junction
18309,Nagavali Express,Sambalpur,Nanded
18310,Nagawali Express,Nanded,Sambalpur
6309,Nagercoil Express,Chennai Central,Nagercoil Junction
6747,Nagercoil Express,Chennai Egmore,Nagercoil Junction
16537,Nagercoil Express,Bangalore Cy Junction,Nagercoil Junction
12689,Nagercoil Express,Chennai Central,Nagercoil Junction
6083,Nagercoil Express,Chennai Central,Nagercoil Junction
17235,Nagercoil Express,Bangalore Cy Junction,Nagercoil Junction
16610,Nagercoil Express,Coimbatore Junction,Nagercoil Junction
16335,Nagercoil Express,Gandhidham Bg,Nagercoil Junction
6303,Nagercoil Express,Mangalore Junction,Nagercoil Junction
6017,Nagercoil Express,Chennai Egmore,Nagercoil Junction
6617,Nagercoil Express,Coimbatore Junction,Nagercoil Junction
12667,Nagercoil Express,Chennai Egmore,Nagercoil Junction
12289,Nagpur Duronto,Mumbai Cst,Nagpur
6569,Nagpur Express,Bangalore Cant,Nagpur
12113,Nagpur Garibrat,Pune Junction,Nagpur
12855,Nagpur Intercity,Bilaspur Junction,Nagpur
1018,Nagpur Ltt Special,Nagpur,Lokmanyatilak T
12136,Nagpur Pune Express,Nagpur,Pune Junction
15307,Nainital Express,Bareilly,Aishbagh
15308,Nainital Express,Aishbagh,Chakarpur
12205,Nanda Devi Express,New Delhi,Dehradun
12206,Nanda Devi Express,Dehradun,New Delhi
12815,Nandan Kanan Express,Puri,New Delhi
12816,Nandan Kanan Express,New Delhi,Puri
11401,Nandigram Express,Mumbai Cst,Nagpur
11402,Nandigram Express,Nagpur,Mumbai Cst
17256,Narasapur Express,Hyderabad Decan,Narasapur
12733,Narayanadri Express,Tirupati,Secunderabad Junction
12734,Narayanadri Express,Secunderabad Junction,Tirupati
18234,Narmada Express Passenger,Bilaspur Junction,Indore Junction Bg
18233,Narmada Express,Indore Junction Bg,Bilaspur Junction
7218,Narsapur Express,Kollam Junction,Narasapur
14511,Nauchandi Express,Allahabad Junction,Khurja Junction
14512,Nauchandi Express,Saharanpur,Allahabad Junction
12656,Navajivan Express,Chennai Central,Ahmedabad Junction
12655,Navjeevan Express,Ahmedabad Junction,Chennai Central
16687,Navyug Express,Mangalore Cntl,Jammu Tawi
16688,Navyug Express,Jammu Tawi,Tirunelveli
12690,Ncj Chennai Express,Nagercoil Junction,Chennai Central
6352,Ncj Ms Express,Nagercoil Junction,Chennai Egmore
16352,Ncj Mumbai Express,Nagercoil Junction,Mumbai Cst
6354,Ncj Pnbe Express,Nagercoil Junction,Patna Junction
13421,Ndae Nfk Express,Nabadwip Dham,Malda Town
12273,Ndls Duronto,Howrah Junction,New Delhi
12259,Ndls Duronto,Sealdah,New Delhi
9005,Ndls Ac Superfast Special,Mumbai Central,New Delhi
4424,Ndls Ald Superfast Special,New Delhi,Allahabad Junction
4112,Ndls Ald Superfast Special,New Delhi,Allahabad Junction
22806,Ndls Bbs Superfast Express,New Delhi,Bhubaneswar
9006,Ndls Bct Ac Special,New Delhi,Mumbai Central
9004,Ndls Bct Superfast Express,New Delhi,Mumbai Central
12350,Ndls Bgp Express,New Delhi,Bhagalpur
4412,Ndls Bju Premiu,New Delhi,Barauni Junction
12047,Ndls Bti Shatabdi,New Delhi,Bhatinda Junction
12045,Ndls Cdg Shatabdi,New Delhi,Chandigarh
12034,Ndls Cnb Shatabdi,New Delhi,Kanpur Central
4072,Ndls Dbg Splq,New Delhi,Darbhanga Junction
